date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:38	74691/74691	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:37%20GMT	https://sanatandharmajagruti.in/motive-img/Health%20&%20Research_04252023121713.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/motive-img/Health%20&%20Research_04252023121713.jpg	(from https://sanatandharmajagruti.in/)
11:21:38	27693/27693	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2005:51:37%20GMT	https://sanatandharmajagruti.in/motive.php?motive_id=6447c4a2f3b73	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/motiveac44.html	(from https://sanatandharmajagruti.in/)
11:21:38	34335/34335	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:37%20GMT	https://sanatandharmajagruti.in/motive-img/Education%20&%20Training_04252023121634.png	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/motive-img/Education%20&%20Training_04252023121634.jpg	(from https://sanatandharmajagruti.in/)
11:21:39	27451/27451	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2005:51:38%20GMT	https://sanatandharmajagruti.in/motive.php?motive_id=6447c46a7a6db	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/motivec24b.html	(from https://sanatandharmajagruti.in/)
11:21:39	9671/9671	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:38%20GMT	https://sanatandharmajagruti.in/motive-img/Human%20Rights_04252023121538.png	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/motive-img/Human%20Rights_04252023121538.jpg	(from https://sanatandharmajagruti.in/)
11:21:39	27665/27665	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2005:51:38%20GMT	https://sanatandharmajagruti.in/motive.php?motive_id=6447c44237153	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/motive2050.html	(from https://sanatandharmajagruti.in/)
11:21:39	35562/35562	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:39%20GMT	https://sanatandharmajagruti.in/motive-img/Anti%20Crime_04252023121458.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/motive-img/Anti%20Crime_04252023121458.jpg	(from https://sanatandharmajagruti.in/)
11:21:40	29063/29063	---MCZ	200	added ('OK')	text/css	etag:W/%224083f5d376eb849a458cc790b53ba080%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css	F:/xampp/htdocs/NGO/NGO/maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css	(from https://sanatandharmajagruti.in/)
11:21:40	125717/125717	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:39%20GMT	https://sanatandharmajagruti.in/timeline-img/cow_12112023102043.jpeg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/timeline-img/cow_12112023102043.jpg	(from https://sanatandharmajagruti.in/)
11:21:40	34602/34602	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:39%20GMT	https://sanatandharmajagruti.in/timeline-img/1cow_12112023102043.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/timeline-img/1cow_12112023102043.jpg	(from https://sanatandharmajagruti.in/)
